Date,Net Sales,Orders,Guests
05/29/2019,5882.21,95,155,
05/30/2019,4311.04,107,152,
05/31/2019,9153.13,187,294,
06/01/2019,9496.3,196,360,
06/02/2019,7138.63,150,283,
06/03/2019,3398.33,98,143,
06/04/2019,4917.12,128,195,
06/05/2019,6357.25,134,219,
06/06/2019,4540.7,113,209,
06/07/2019,8431.1,200,278,
06/08/2019,9766.45,276,381,
06/09/2019,8523.14,170,630,
06/10/2019,3681.76,93,134,
06/11/2019,4113.42,118,195,
06/12/2019,4926.98,125,201,
06/13/2019,4932.46,121,166,
06/14/2019,8245.81,188,324,
06/15/2019,10746.4,212,395,
06/16/2019,8490.21,170,335,
06/17/2019,3640.16,89,134,
06/18/2019,6011.59,97,154,
06/19/2019,4672.67,110,162,
06/20/2019,4971.88,135,205,
06/21/2019,9099.46,201,347,
06/22/2019,11307.26,273,418,
06/23/2019,8488.3,179,334,
06/24/2019,4699.11,123,169,
06/25/2019,4281.13,109,172,
06/26/2019,4900.71,135,219,
06/27/2019,5394.55,126,195,
06/28/2019,7470.74,175,296,
06/29/2019,8380.33,190,333,
06/30/2019,6544.29,140,248,
07/01/2019,4045.71,112,174,
07/02/2019,3723.18,122,168,
07/03/2019,6603.22,144,232,
07/04/2019,7206.05,153,267,
07/05/2019,4177.76,100,153,
07/06/2019,6288.31,136,217,
07/07/2019,9554.19,190,349,
07/08/2019,3355.79,79,112,
07/09/2019,4094.4,108,160,
07/10/2019,5071.81,113,193,
07/11/2019,5855.01,108,158,
07/12/2019,7510.44,178,277,
07/13/2019,7099.06,152,263,
07/14/2019,8226,151,285,
07/15/2019,3325.14,94,141,
07/16/2019,3453.44,98,145,
07/17/2019,5622.92,123,211,
07/18/2019,4838.34,118,187,
07/19/2019,6452.39,167,245,
07/20/2019,8559.34,240,323,
07/21/2019,6487.61,133,223,
07/22/2019,4110.86,100,274,
07/23/2019,3107.77,97,126,
07/24/2019,5125.32,139,220,
07/25/2019,5722.97,138,214,
07/26/2019,8550.76,176,287,
07/27/2019,8119.61,173,315,
07/28/2019,7655.51,150,291,
07/29/2019,4188.43,106,144,
07/30/2019,5147.06,122,168,
07/31/2019,7107.72,96,143,
08/01/2019,4883.02,115,182,
08/02/2019,6407.17,148,228,
08/03/2019,8365.14,235,347,
08/04/2019,6640.92,135,253,
08/05/2019,4704.36,110,156,
08/06/2019,3624.92,108,155,
08/07/2019,6413.97,127,215,
08/08/2019,4101.46,100,160,
08/09/2019,5800.38,138,202,
08/10/2019,8864.58,231,334,
08/11/2019,7443.28,161,292,
08/12/2019,3985.2,97,147,
08/13/2019,3946.64,104,157,
08/14/2019,6202.91,129,193,
08/15/2019,6619.16,149,198,
08/16/2019,8266.99,224,314,
08/17/2019,6592.66,161,255,
08/18/2019,5867.78,128,226,
08/19/2019,4007,103,154,
08/20/2019,3806.68,108,146,
08/21/2019,6929.04,127,197,
08/22/2019,3838.5,98,140,
08/23/2019,6818.45,153,253,
08/24/2019,11894.57,335,497,
08/25/2019,8934.21,223,363,
08/26/2019,3426.69,89,134,
08/27/2019,3412.94,90,127,
08/28/2019,5492.73,122,197,
08/29/2019,6073.86,139,214,
08/30/2019,5883.41,137,216,
08/31/2019,13413.31,150,1022,
09/01/2019,5668.27,130,1028,
09/02/2019,5826.75,127,1848,
09/03/2019,3825.1,110,162,
09/04/2019,4074.54,113,161,
09/05/2019,5812.21,150,212,
09/06/2019,6564.57,144,210,
09/07/2019,9539.2,239,361,
09/08/2019,7791.41,157,257,
09/09/2019,4644.34,101,135,
09/10/2019,3857.02,99,137,
09/11/2019,5204.3,111,170,
09/12/2019,5696.62,121,195,
09/13/2019,12287.74,153,231,
09/14/2019,15475.74,194,356,
09/15/2019,6842.11,150,248,
09/16/2019,2828.24,87,121,
09/17/2019,4016.47,108,163,
09/18/2019,4892.1,97,136,
09/19/2019,5548.66,120,167,
09/20/2019,7210.33,169,252,
09/21/2019,7391.76,167,277,
09/22/2019,8032.98,181,274,
09/23/2019,2640.88,83,106,
09/24/2019,3869.28,114,150,
09/25/2019,5543.37,115,142,
09/26/2019,5379.29,131,157,
09/27/2019,8097.85,167,247,
09/28/2019,12801.96,228,290,
09/29/2019,6881.39,148,194,
09/30/2019,3527.17,95,121,
10/01/2019,3998.89,118,132,
10/02/2019,4939.15,111,146,
10/03/2019,5735.7,162,185,
10/04/2019,8311.74,173,258,
10/05/2019,7756.84,155,214,
10/06/2019,8115.96,152,269,
10/07/2019,3771.77,87,923,
10/08/2019,4044.06,113,128,
10/09/2019,5168.03,120,165,
10/10/2019,4185.07,105,141,
10/11/2019,7005.78,166,236,
10/12/2019,11052.32,218,341,
10/13/2019,8050.22,161,279,
10/14/2019,3870.53,94,386,
10/15/2019,4241.95,110,145,
10/16/2019,5602.44,120,194,
10/17/2019,7023.61,109,154,
10/18/2019,9449.38,186,246,
10/19/2019,17872.96,337,502,
10/20/2019,7263.08,140,199,
10/21/2019,3754,93,114,
10/22/2019,3623.57,89,103,
10/23/2019,5415.26,114,182,
10/24/2019,7997.08,136,187,
10/25/2019,6822.39,158,231,
10/26/2019,15554.16,334,488,
10/27/2019,6063.13,133,196,
10/28/2019,3063.93,80,104,
10/29/2019,3216.01,100,114,
10/30/2019,5224.46,150,207,
10/31/2019,7843.98,170,271,
11/01/2019,6539.28,174,249,
11/02/2019,11242.04,222,328,
